Rank,Name,Platform,Platform2,Year,Year2,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13596,Zombi Daisuki,DS,DS,2011,2011,Action,ChunSoft,0,0,0.04,0,0.04
13597,Igor: The Game,DS,DS,2008,2008,Adventure,Legacy Interactive,0.04,0,0,0,0.04
13598,LEGO Indiana Jones: The Original Adventures,PC,PC,2008,2008,Action,LucasArts,0.02,0.02,0,0.01,0.04
13599,Card Fight!! Vanguard G: Stride to Victory!!,3DS,3DS,2016,2016,Misc,FuRyu,0,0,0.04,0,0.04
13600,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,DS,2006,2006,Adventure,Marvelous Interactive,0,0,0.04,0,0.04
13601,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,3DS,2014,2014,Action,FuRyu,0,0,0.04,0,0.04
13602,Challenge Me: Maths Workout,DS,DS,2009,2009,Puzzle,Oxygen Interactive,0.04,0,0,0,0.04
13603,The Invincible Iron Man,GBA,GBA,2002,2002,Action,Activision,0.03,0.01,0,0,0.04
13604,NASCAR 07,XB,XB,2006,2006,Racing,Electronic Arts,0.03,0.01,0,0,0.04
13605,Refrain no Chika Meikyuu to Majo no Ryodan,PSV,PSV,2016,2016,Action,Nippon Ichi Software,0,0,0.04,0,0.04
13606,Dance Dance Revolution Disney Mix,PS,PS,2000,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04
13607,Maken Shao: Demon Sword,PS2,PS2,2001,2001,Action,Midas Interactive Entertainment,0,0,0.04,0,0.04
13608,Playmobil Top Agents,DS,DS,2010,2010,Action,JoWood Productions,0,0.04,0,0,0.04
13609,The Monkey King: The Legend Begins,Wii,Wii,2007,2007,Shooter,Starfish,0.04,0,0,0,0.04
13610,Super Robot Taisen OG Infinite Battle,PS3,PS3,2013,2013,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
13611,Scaler,XB,XB,2004,2004,Platform,Global Star,0.03,0.01,0,0,0.04
13612,Attack of the Movies 3D,X360,X360,2010,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04
13613,BeatMania IIDX 16: Empress + Premium Best,PS2,PS2,2009,2009,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04
13614,FIFA Soccer 2003 (weekly jp sales),PS2,PS2,2002,2002,Sports,Electronic Arts,0,0,0.04,0,0.04
13615,Emergency Room: Real Life Rescues,DS,DS,2009,2009,Simulation,505 Games,0.04,0,0,0,0.04
13616,High Heat Baseball 2002,PS,PS,2001,2001,Sports,3DO,0.02,0.02,0,0,0.04
13617,Utawarerumono: Futari no Hakuoro,PS4,PS4,2016,2016,Misc,Aqua Plus,0,0,0.04,0,0.04
13618,Puyo Pop Fever,PSP,PSP,2004,2004,Puzzle,Ignition Entertainment,0,0,0.04,0,0.04
13619,The Sims 2: Pets,PC,PC,2006,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04
13620,Hana to Ikimo no Rittai Zukan,3DS,3DS,2011,2011,Misc,Nintendo,0,0,0.04,0,0.04
13621,Bloody Roar Extreme,XB,XB,2003,2003,Fighting,Hudson Soft,0.03,0.01,0,0,0.04
13622,Platinum Sudoku,DS,DS,2007,2007,Puzzle,Ubisoft,0.03,0.01,0,0,0.04
13623,Kamen Rider: Battride War Genesis,PS3,PS3,2016,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04
13624,Tennis Masters Series 2003,XB,XB,2002,2002,Sports,Microids,0.03,0.01,0,0,0.04
13625,The Sims Deluxe,PC,PC,2002,2002,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04
13626,Port Royale 2,PC,PC,2004,2004,Strategy,Ascaron Entertainment GmbH,0,0.03,0,0.01,0.04
13627,Amagami,PSV,PSV,2014,2014,Adventure,Kadokawa Games,0,0,0.04,0,0.04
13628,Duke Nukem Trilogy: Critical Mass,DS,DS,2011,2011,Shooter,Deep Silver,0.04,0,0,0,0.04
13629,MLB SlugFest 20-04,GC,GC,2003,2003,Sports,Midway Games,0.03,0.01,0,0,0.04
13630,Pocket Pool,PSP,PSP,2007,2007,Action,Conspiracy Entertainment,0.04,0,0,0,0.04
13631,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,DS,2005,2005,Misc,Sega,0,0,0.04,0,0.04
13632,Lise no Atelier: Ordre no Renkinjutsushi,DS,DS,2007,2007,Role-Playing,Gust,0,0,0.04,0,0.04
13633,Black & White,PC,PC,2001,2001,Strategy,Electronic Arts,0,0.04,0,0.01,0.04
13634,NCIS,PC,PC,2011,2011,Adventure,Ubisoft,0.01,0.02,0,0.01,0.04
13635,The Cube,Wii,Wii,2012,2012,Action,Funbox Media,0,0.04,0,0,0.04
13636,Company of Heroes: Tales of Valor,PC,PC,2009,2009,Strategy,THQ,0,0.03,0,0.01,0.04
13637,Myth Makers: Trixie in Toyland,Wii,Wii,2008,2008,Platform,Popcorn Arcade,0.04,0,0,0,0.04
13638,NatGeo Challenge! Wild Life,Wii,Wii,2010,2010,Misc,Black Bean Games,0.04,0,0,0,0.04
13639,Breath of Fire III,PSP,PSP,2005,2005,Role-Playing,Capcom,0,0.03,0,0.01,0.04
13640,Torino 2006,XB,XB,2006,2006,Sports,Take-Two Interactive,0.03,0.01,0,0,0.04
13641,Devil May Cry 4,PC,PC,2008,2008,Action,Capcom,0.01,0.02,0,0.01,0.04
13642,Amnesia,PSP,PSP,2011,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
13643,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,DS,2006,2006,Misc,Nintendo,0,0,0.04,0,0.04
13644,Fashion Week Jr. Designer,DS,DS,2009,2009,Simulation,505 Games,0.04,0,0,0,0.04
13645,Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,DS,2011,2011,Puzzle,Unknown,0,0.04,0,0.01,0.04
13646,Sherlock Holmes: Secret of The Silver Earring,Wii,Wii,2010,2010,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04
13647,Metal Slug 4 & 5,XB,XB,2005,2005,Shooter,SNK Playmore,0.03,0.01,0,0,0.04
13648,Great Battle Full Blast,PSP,PSP,2012,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04
13649,Guilty Gear XX Accent Core,Wii,Wii,2007,2007,Fighting,505 Games,0.03,0,0,0,0.04
13650,Hitman (2016),PS4,PS4,2016,2016,Action,Square Enix,0,0.04,0,0.01,0.04
13651,World Poker Tour,PSP,PSP,2006,2006,Misc,Take-Two Interactive,0.04,0,0,0,0.04
13652,Saint Seiya: Soldiers' Soul,PS3,PS3,2015,2015,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
13653,7 Days to Die,XOne,XOne,2016,2016,Action,Telltale Games,0.02,0.02,0,0,0.04
13654,Digimon Rumble Arena 2,GC,GC,2004,2004,Fighting,Atari,0.03,0.01,0,0,0.04
13655,Doki Doki! PreCure Narikiri Life!,3DS,3DS,2013,2013,Action,Namco Bandai Games,0,0,0.04,0,0.04
13656,Gravity Falls: Legend of the Gnome Gemulets,3DS,3DS,2015,2015,Action,Ubisoft,0.03,0,0,0,0.04
13657,Watashi no Relaxuma,DS,DS,2007,2007,Simulation,Rocket Company,0,0,0.04,0,0.04
13658,Phantom Kingdom Portable,PSP,PSP,2011,2011,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04
13659,Pac-Man World Rally,PSP,PSP,2006,2006,Racing,Namco Bandai Games,0.04,0,0,0,0.04
13660,Way of the Samurai 2 Portable,PSP,PSP,2009,2009,Action,Spike,0,0,0.04,0,0.04
13661,Heroes of Might and Magic V,PC,PC,2006,2006,Strategy,Ubisoft,0,0.03,0,0.01,0.04
13662,Mazes of Fate DS,DS,DS,2008,2008,Role-Playing,Graffiti,0.04,0,0,0,0.04
13663,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,DS,2008,2008,Misc,Namco Bandai Games,0,0,0.04,0,0.04
13664,Hellboy: The Science of Evil,PSP,PSP,2008,2008,Action,Konami Digital Entertainment,0.04,0,0,0,0.04
13665,Virtua Tennis 4,PC,PC,2011,2011,Sports,Sega,0,0.03,0,0.01,0.04
13666,Mortimer Beckett and the Secrets of Spooky Manor,Wii,Wii,2008,2008,Puzzle,Avanquest,0.04,0,0,0,0.04
13667,Farm Frenzy 3,PC,PC,2009,2009,Strategy,Alawar Entertainment,0,0.03,0,0.01,0.04
13668,GRID,PC,PC,N/A,1992,Racing,Codemasters,0,0.03,0,0.01,0.04
13669,Little Busters! Converted Edition,PSP,PSP,2010,2010,Adventure,Prototype,0,0,0.04,0,0.04
13670,Unison: Rebels of Rhythm & Dance,PS2,PS2,2000,2000,Misc,Tecmo Koei,0.02,0.02,0,0.01,0.04
13671,Ferrari Challenge Trofeo Pirelli,PS3,PS3,2008,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04
13672,WTF: Work Time Fun,PSP,PSP,2005,2005,Puzzle,Sony Computer Entertainment,0.04,0,0,0,0.04
13673,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,PS2,2007,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
13674,Major League Baseball 2K12,PC,PC,2012,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04
13675,B.L.U.E.: Legend of Water,PS,PS,N/A,1992,Adventure,N/A,0,0,0.04,0,0.04
13676,Dark Half,SNES,SNES,1996,1996,Role-Playing,Enix Corporation,0,0,0.04,0,0.04
13677,System 3 presents Ferrari Challenge Trofeo Pirelli,DS,DS,2008,2008,Racing,System 3 Arcade Software,0.03,0.01,0,0,0.04
13678,Luxor: Pharaoh's Challenge,Wii,Wii,N/A,1992,Puzzle,Funsta,0.01,0.03,0,0,0.04
13679,Nitroplus Blasterz: Heroines Infinite Duel,PS4,PS4,2015,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04
13680,Imperial Glory,PC,PC,2005,2005,Strategy,Eidos Interactive,0,0.04,0,0,0.04
13681,Lionel Trains: On Track,DS,DS,2006,2006,Action,DSI Games,0.04,0,0,0,0.04
13682,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,DS,2008,2008,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04
13683,Shukufuku no Campanella Portable,PSP,PSP,2010,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04
13684,The Wolf Among Us,X360,X360,2011,2011,Adventure,Telltale Games,0.01,0.03,0,0,0.04
13685,Sonic PC Collection,PC,PC,2009,2009,Misc,Sega,0,0.04,0,0.01,0.04
13686,Horses 3D,3DS,3DS,2012,2012,Misc,Ubisoft,0.04,0,0,0,0.04
13687,Yourself Fitness,PS2,PS2,2005,2005,Sports,responDESIGN,0.02,0.02,0,0.01,0.04
13688,Chaos;Head - Love Chu*Chu!,PSP,PSP,2011,2011,Adventure,5pb,0,0,0.04,0,0.04
13689,Lost Planet 3,PC,PC,2013,2013,Shooter,Capcom,0,0.03,0,0.01,0.04
13690,Paws & Claws: Regal Resort,DS,DS,2010,2010,Simulation,THQ,0.04,0,0,0,0.04
13691,Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,PSP,2007,2007,Racing,Black Bean Games,0.03,0,0,0,0.04
13692,Star Trek: Shattered Universe,XB,XB,2004,2004,Simulation,Global Star,0.03,0.01,0,0,0.04
13693,12Riven: The Psi-Climinal of Integral,PS2,PS2,2008,2008,Adventure,CyberFront,0,0,0.04,0,0.04
13694,Battle Spirits: Digital Starter,DS,DS,2010,2010,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04
13695,Rise of Nations,PC,PC,2003,2003,Strategy,Microsoft Game Studios,0.01,0.02,0,0.01,0.04
13696,Deadliest Warrior: Ancient Combat,X360,X360,2012,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04
13697,WarJetz,PS2,PS2,2001,2001,Shooter,3DO,0.02,0.02,0,0.01,0.04
13698,Breeding Stud 2,PS,PS,1998,1998,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
13699,Banushi Life Game: Winner's Circle,DS,DS,2007,2007,Sports,Genki,0,0,0.04,0,0.04
13700,Catwoman,GBA,GBA,2004,2004,Action,Electronic Arts,0.03,0.01,0,0,0.04
13701,Gakuen Hetalia Portable,PSP,PSP,2011,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
13702,Gitaroo Man Lives!,PSP,PSP,2006,2006,Misc,Tecmo Koei,0.03,0,0,0,0.04
13703,Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,DS,2009,2009,Puzzle,Namco Bandai Games,0,0,0.04,0,0.04
13704,Capcom Fighting Evolution,XB,XB,2005,2005,Fighting,Capcom,0.03,0.01,0,0,0.04
13705,XCOM 2,PS4,PS4,2016,2016,Strategy,Take-Two Interactive,0.01,0.02,0,0.01,0.04
13706,Company of Heroes: Opposing Fronts,PC,PC,2007,2007,Strategy,THQ,0.01,0.03,0,0.01,0.04
13707,Novastorm,PS,PS,1995,1995,Shooter,Psygnosis,0.02,0.02,0,0,0.04
13708,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,PSP,2012,2012,Role-Playing,Spike,0,0,0.04,0,0.04
13709,PopCap Arcade Vol 1,X360,X360,2007,2007,Puzzle,PopCap Games,0.04,0,0,0,0.04
13710,Dead Ball Zone,PS,PS,1998,1998,Sports,GT Interactive,0.02,0.02,0,0,0.04
13711,NBA in the Zone 2000,N64,N64,2000,2000,Sports,Konami Digital Entertainment,0.04,0,0,0,0.04
13712,Men of War: Vietnam,PC,PC,2011,2011,Strategy,Unknown,0,0.03,0,0.01,0.04
13713,NBA In The Zone '99,N64,N64,1998,1998,Sports,Konami Digital Entertainment,0.04,0,0,0,0.04
13714,Winning Post World 2010,PS3,PS3,2010,2010,Sports,Tecmo Koei,0,0,0.04,0,0.04
13715,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,DS,2010,2010,Action,Namco Bandai Games,0,0,0.04,0,0.04
13716,SWAT: Target Liberty,PSP,PSP,2007,2007,Shooter,Vivendi Games,0.03,0,0,0,0.04
13717,OutRun 2006: Coast 2 Coast,PSP,PSP,2006,2006,Racing,Sega,0.03,0.01,0,0.01,0.04
13718,Haunted Casino,SAT,SAT,1996,1996,Adventure,Societa,0,0,0.04,0,0.04
13719,World Series Baseball,SAT,SAT,1994,1994,Sports,Sega,0,0,0.04,0,0.04
13720,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,PSV,2012,2012,Action,Konami Digital Entertainment,0,0,0.04,0,0.04
13721,Aeon Flux,PS2,PS2,2005,2005,Action,THQ,0.02,0.02,0,0.01,0.04
13722,Chicken Blaster,DS,DS,2009,2009,Shooter,Zushi Games,0.04,0,0,0,0.04
13723,Summer Challenge: Athletics Tournament,PS3,PS3,2011,2011,Sports,PQube,0,0.03,0,0.01,0.04
13724,S.Y.K Renshouden Portable,PSP,PSP,2011,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
13725,Metal Max Returns,SNES,SNES,1995,1995,Role-Playing,Data East,0,0,0.04,0,0.04
13726,Shattered Union,XB,XB,2005,2005,Strategy,Take-Two Interactive,0.03,0.01,0,0,0.04
13727,Off-Road Drive,PC,PC,2011,2011,Racing,1C Company,0,0.03,0,0.01,0.04
13728,Hanaoni: Yume no Tsudzuki,PSP,PSP,2012,2012,Action,Idea Factory,0,0,0.04,0,0.04
13729,Mat Hoffman's Pro BMX 2,GC,GC,2002,2002,Sports,Activision,0.03,0.01,0,0,0.04
13730,Unchained Blades,3DS,3DS,2011,2011,Role-Playing,FuRyu,0,0,0.04,0,0.04
13731,Harley-Davidson: Road Trip,Wii,Wii,2010,2010,Racing,Destineer,0.04,0,0,0,0.04
13732,Gal*Gun,X360,X360,2011,2011,Shooter,Alchemist,0,0,0.04,0,0.04
13733,GoGo's Crazy Bones,DS,DS,2012,2012,Action,GameMill Entertainment,0,0.04,0,0,0.04
13734,MLB 2K12 / NBA 2K12 Combo Pack,X360,X360,2012,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04
13735,Grand Theft Auto: Vice City,PC,PC,2003,2003,Action,Take-Two Interactive,0,0.03,0,0.01,0.04
13736,NHL Hitz Pro,GC,GC,N/A,1992,Sports,Unknown,0.03,0.01,0,0,0.04
13737,Ookami Kakushi,PSP,PSP,2009,2009,Action,Konami Digital Entertainment,0,0,0.04,0,0.04
13738,Zen-Nippon GT Senshuken,SNES,SNES,1995,1995,Racing,Banpresto,0,0,0.04,0,0.04
13739,North American Hunting Extravaganza 2,Wii,Wii,2010,2010,Sports,Unknown,0.03,0,0,0,0.04
13740,City Builder,Wii,Wii,2010,2010,Misc,Virtual Play Games,0.04,0,0,0,0.04
13741,PD Ultraman Battle Collection 64,N64,N64,1999,1999,Strategy,Namco Bandai Games,0,0,0.04,0,0.04
13742,Monaco Grand Prix,N64,N64,1999,1999,Racing,Ubisoft,0.03,0.01,0,0,0.04
13743,Worms Armageddon,N64,N64,1999,1999,Strategy,Infogrames,0.03,0.01,0,0,0.04
13744,Rally Challenge 2000,N64,N64,1999,1999,Racing,Imagineer,0.03,0.01,0,0,0.04
13745,Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,N64,2000,2000,Platform,Infogrames,0.03,0.01,0,0,0.04
13746,Superman: Countdown to Apokolips,GBA,GBA,2003,2003,Platform,Atari,0.03,0.01,0,0,0.04
13747,Deadly Arts,N64,N64,1998,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0,0,0.04
13748,Kikou Heidan J-Phoenix 2,PS2,PS2,2003,2003,Action,Takara,0,0,0.04,0,0.04
13749,Sengoku Musou 3 Z Special,PSP,PSP,2012,2012,Action,Ackkstudios,0,0,0.04,0,0.04
13750,Dragon's Lair 3D: Return to the Lair,GC,GC,2002,2002,Platform,THQ,0.03,0.01,0,0,0.04
13751,Harukanaru Toki no Naka de 5,PSP,PSP,2011,2011,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
13752,Meteos: Disney Magic,DS,DS,2007,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0,0,0.04
13753,Worms 4: Mayhem,XB,XB,2005,2005,Strategy,Codemasters,0.03,0.01,0,0,0.04
13754,Resident Evil: Operation Raccoon City,PC,PC,2012,2012,Action,Capcom,0,0.03,0,0.01,0.04
13755,Winning Post 7 2012,PSP,PSP,2012,2012,Sports,Ackkstudios,0,0,0.04,0,0.04
13756,Samurai Warriors 2: Empires,X360,X360,2007,2007,Action,Tecmo Koei,0.03,0,0.01,0,0.04
13757,Super Black Bass Fishing,DS,DS,2005,2005,Sports,Majesco Entertainment,0.04,0,0,0,0.04
13758,Point Blank 2,PS,PS,1998,1998,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04
13759,Who Wants to Be a Millionaire: 3rd Edition,DS,DS,2010,2010,Misc,Ubisoft,0.04,0,0,0,0.04
13760,Test Drive: Ferrari Legends,PS3,PS3,2012,2012,Racing,Unknown,0.04,0,0,0,0.04
13761,Saru! Get You! Pipo Saru Senki,PSP,PSP,2009,2009,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04
13762,Infamous: First Light,PS4,PS4,2014,2014,Action,Sony Computer Entertainment,0,0.03,0,0.01,0.04
13763,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,PSP,2013,2013,Sports,Sega,0,0,0.04,0,0.04
13764,Imabikisou,PS3,PS3,2007,2007,Adventure,Sega,0,0,0.04,0,0.04
13765,Logic Machines,DS,DS,2009,2009,Puzzle,City Interactive,0.04,0,0,0,0.04
13766,One Piece: Burning Blood,XOne,XOne,2016,2016,Fighting,Namco Bandai Games,0.03,0.01,0,0,0.04
13767,Hakuouki: Reimeiroku Portable,PSP,PSP,2011,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
13768,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,PS2,2008,2008,Shooter,Sega,0,0,0.04,0,0.04
13769,Antz Extreme Racing,PS2,PS2,2002,2002,Racing,Empire Interactive,0.02,0.02,0,0.01,0.04
13770,Motto TOEIC Test DS Training,DS,DS,2008,2008,Misc,IE Institute,0,0,0.04,0,0.04
13771,Super Robot Gakuen,DS,DS,2009,2009,Adventure,Namco Bandai Games,0,0,0.04,0,0.04
13772,Atelier Iris 3: Grand Phantasm (JP Sales),PS2,PS2,2006,2006,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
13773,Terraria,XOne,XOne,2014,2014,Action,505 Games,0,0.04,0,0,0.04
13774,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,3DS,2014,2014,Adventure,Happinet,0,0,0.04,0,0.04
13775,Empire Earth III,PC,PC,2007,2007,Strategy,Vivendi Games,0,0.03,0,0.01,0.04
13776,Mike Tyson Boxing,GBA,GBA,2002,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04
13777,Jojo's Fashion Show: Design in a Dash!,DS,DS,2009,2009,Simulation,Ubisoft,0.04,0,0,0,0.04
13778,The Legend of Heroes: Trails in the Sky First Chapter,PS3,PS3,2012,2012,Role-Playing,Falcom Corporation,0,0,0.04,0,0.04
13779,Go Diego Go!: Safari Rescue,PS2,PS2,2008,2008,Action,Take-Two Interactive,0.02,0.02,0,0.01,0.04
13780,Deal or No Deal: Special Edition,DS,DS,2010,2010,Misc,Zoo Games,0.04,0,0,0,0.04
13781,Clannad,PS2,PS2,2006,2006,Adventure,Interchannel,0,0,0.04,0,0.04
13782,Nobunaga's Ambition: Sphere of Influence,PS4,PS4,2014,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04
13783,Fisherman's Challenge,PS2,PS2,2003,2003,Sports,Konami Digital Entertainment,0.02,0.02,0,0.01,0.04
13784,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,PSP,2009,2009,Fighting,Marvelous Interactive,0,0,0.04,0,0.04
13785,Akko ni Omakase! Brain Shock,DS,DS,2006,2006,Misc,Taito,0,0,0.04,0,0.04
13786,Mission: Impossible - Operation Surma,GBA,GBA,2003,2003,Platform,Atari,0.03,0.01,0,0,0.04
13787,Guild Wars Trilogy,PC,PC,2005,2005,Role-Playing,NCSoft,0,0.03,0,0.01,0.04
13788,Patrician IV,PC,PC,2010,2010,Strategy,Kalypso Media,0.03,0,0,0,0.04
13789,Deadliest Warrior: Ancient Combat,PS3,PS3,2012,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04
13790,King of Fighters: Maximum Impact Regulation A,PS2,PS2,2007,2007,Fighting,SNK Playmore,0,0,0.04,0,0.04
13791,Who Wants to be a Millionaire: 1st Edition,DS,DS,2007,2007,Misc,Ubisoft,0,0.04,0,0,0.04
13792,Star Ocean 5: Integrity and Faithlessness,PS3,PS3,2016,2016,Role-Playing,Square Enix,0,0,0.04,0,0.04
13793,Date A Live: Rine Utopia,PS3,PS3,2013,2013,Adventure,Compile Heart,0,0,0.04,0,0.04
13794,CSI: Fatal Conspiracy,PC,PC,2010,2010,Adventure,Ubisoft,0,0.03,0,0.01,0.04
13795,Durarara!! 3way Standoff: Alley,PSP,PSP,2011,2011,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04
13796,Surf's Up,PS3,PS3,2007,2007,Sports,Ubisoft,0.03,0,0,0,0.04
13797,Fritz Chess,PS3,PS3,2009,2009,Strategy,Deep Silver,0,0.03,0,0.01,0.04
13798,The Da Vinci Code,XB,XB,2006,2006,Action,Take-Two Interactive,0.03,0.01,0,0,0.04
13799,Famicom Mini: Clu Clu Land,GBA,GBA,2004,2004,Puzzle,Nintendo,0,0,0.04,0,0.04
13800,Astro Boy: The Video Game,PSP,PSP,2009,2009,Action,D3Publisher,0.04,0,0,0,0.04
13801,Metal Slug XX,PSP,PSP,2009,2009,Shooter,DHM Interactive,0.03,0,0,0,0.04
13802,Sacred Blaze,PS2,PS2,2009,2009,Strategy,Flight-Plan,0,0,0.04,0,0.04
13803,Rollin' Rascals,DS,DS,2009,2009,Puzzle,Rising Star Games,0.04,0,0,0,0.04
13804,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,DS,2007,2007,Misc,Namco Bandai Games,0,0,0.04,0,0.04
13805,Thoroughbred Breeder II Plus,PS,PS,1995,1995,Simulation,Hect,0,0,0.04,0,0.04
13806,Pure Pinball,XB,XB,2004,2004,Misc,XS Games,0.03,0.01,0,0,0.04
13807,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,PSP,2011,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
13808,Zac to Ombra: Maboroshi no Yuuenchi,DS,DS,2010,2010,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
13809,Resident Evil: Revelations,PC,PC,2013,2013,Action,Capcom,0,0.03,0,0.01,0.04
13810,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,Wii,2010,2010,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
13811,Shadow of the Colossus,PS3,PS3,2011,2011,Action,Sony Computer Entertainment,0,0,0.04,0,0.04
13812,Phantom Breaker,X360,X360,2011,2011,Fighting,5pb,0.02,0,0.02,0,0.04
13813,Gummy Bears Mini Golf,Wii,Wii,2010,2010,Sports,Unknown,0.04,0,0,0,0.04
13814,Brothers In Arms DS,DS,DS,2007,2007,Shooter,Ubisoft,0.03,0,0,0,0.04
13815,Valhalla Knights 2: Battle Stance,PSP,PSP,2009,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04
13816,99 no Namida,DS,DS,2008,2008,Adventure,Namco Bandai Games,0,0,0.04,0,0.04
13817,Clannad,PSP,PSP,2008,2008,Adventure,Prototype,0,0,0.04,0,0.04
13818,Cyber Troopers Virtual-On Marz,PS2,PS2,2003,2003,Fighting,Sega,0.02,0.01,0,0,0.04
13819,Headhunter: Redemption,PS2,PS2,2004,2004,Action,Sega,0.02,0.01,0,0,0.04
13820,Ookami to Koushinryou: Boku to Horo no Ichinen,DS,DS,2008,2008,Adventure,ASCII Media Works,0,0,0.04,0,0.04
13821,Bomberman: Act Zero,X360,X360,2006,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0,0.04
13822,Stuntman,GBA,GBA,2003,2003,Racing,Atari,0.03,0.01,0,0,0.04
13823,Time Travelers,3DS,3DS,2012,2012,Adventure,Unknown,0,0,0.04,0,0.04
13824,Burnout Paradise: The Ultimate Box,X360,X360,2009,2009,Racing,Electronic Arts,0,0.03,0,0,0.04
13825,The Chase: Felix Meets Felicity,DS,DS,2009,2009,Action,Atari,0.04,0,0,0,0.04
13826,Stoked: Big Air Edition,X360,X360,2009,2009,Sports,Namco Bandai Games,0.02,0.02,0,0,0.04
13827,Syndicate Wars,PS,PS,1997,1997,Strategy,Electronic Arts,0.02,0.01,0,0,0.04
13828,Castlevania: Lords of Shadow 2,PC,PC,2014,2014,Action,Konami Digital Entertainment,0.01,0.03,0,0,0.04
13829,Draglade (JP sales),DS,DS,2007,2007,Fighting,505 Games,0,0,0.04,0,0.04
13830,Herc's Adventures,PS,PS,1997,1997,Action,Virgin Interactive,0.02,0.01,0,0,0.04
13831,Tiger Woods PGA Tour Golf,GBA,GBA,2002,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04
13832,Twin Strike: Operation Thunder,Wii,Wii,2008,2008,Shooter,Zoo Games,0.04,0,0,0,0.04
13833,BlazBlue: Chrono Phantasma Extend,PS3,PS3,2015,2015,Action,PQube,0,0,0.04,0,0.04
13834,All Points Bulletin,PC,PC,2010,2010,Role-Playing,Electronic Arts,0,0.03,0,0.01,0.04
