,index,Rank,Name,Platform,Platform2,Year,Year2,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genero,Plataforma
16106,16106,16112.0,Nodame Cantabile,PS2,PS2,2007.0,2007,Misc,Banpresto,0.0,0.0,0.01,0.0,0.01,4,8
16107,16107,16113.0,Paranormal Pursuit: The Gifted One,PC,PC,2015.0,2015,Action,Alawar Entertainment,0.0,0.01,0.0,0.0,0.01,2,6
16108,16108,16114.0,DoDonPachi Saidaioujou,X360,X360,2013.0,2013,Shooter,Cave,0.0,0.0,0.01,0.0,0.01,8,17
16109,16109,16115.0,Last Escort: Club Katze,PS2,PS2,2010.0,2010,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,3,8
16110,16110,16116.0,1/2 Summer +,PSP,PSP,2013.0,2013,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.01,3,11
16111,16111,16117.0,Winning Post 7 Maximum 2008,PS3,PS3,2008.0,2008,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0,9
16112,16112,16118.0,Psycho-Pass,XOne,XOne,2014.0,2014,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,3,19
16113,16113,16119.0,Brain Exercise With Dr. Kawashima,PC,PC,2009.0,2009,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,6,6
16114,16114,16120.0,Tears to Tiara: Kakan no Daichi Portable,PSP,PSP,2010.0,2010,Adventure,Aqua Plus,0.0,0.0,0.01,0.0,0.01,3,11
16115,16115,16121.0,Games Around the World,DS,DS,2010.0,2010,Misc,Zoo Games,0.01,0.0,0.0,0.0,0.01,4,2
16116,16116,16122.0,Football Manager 2005,PC,PC,2004.0,2004,Sports,Sega,0.0,0.01,0.0,0.0,0.01,0,6
16117,16117,16123.0,Hitotsu Tobashi Renai V,PSV,PSV,2015.0,2015,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.01,3,12
16118,16118,16124.0,Ninja Gaiden Sigma 2,PSV,PSV,2013.0,2013,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,2,12
16119,16119,16125.0,Turbo Trainz,Wii,Wii,2012.0,2012,Racing,Mastertronic,0.0,0.01,0.0,0.0,0.01,7,15
16120,16120,16126.0,Theatre Of War,PC,PC,2007.0,2007,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01,10,6
16121,16121,16127.0,Nintendogs and Cats Golden Retriever and New Friends,3DS,3DS,2011.0,2011,Action,Nintendo,0.0,0.01,0.0,0.0,0.01,2,1
16122,16122,16128.0,Young Justice: Legacy,X360,X360,2013.0,2013,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,2,17
16123,16123,16129.0,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,DS,2009.0,2009,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01,3,2
16124,16124,16130.0,Monster Rancher Advance 2,GBA,GBA,2002.0,2002,Simulation,Tecmo Koei,0.01,0.0,0.0,0.0,0.01,9,3
16125,16125,16131.0,Madden NFL 13,PS3,PS3,2012.0,2012,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,0,9
16126,16126,16132.0,Voodoo Chronicles: First Sign,PC,PC,2011.0,2011,Adventure,ValuSoft,0.01,0.0,0.0,0.0,0.01,3,6
16127,16127,16133.0,Umineko no Naku Koro ni Portable 1,PSP,PSP,2011.0,2011,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,3,11
16128,16128,16134.0,Dr. Slump & Arale-Chan,DS,DS,2008.0,2008,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,3,2
16129,16129,16135.0,Geten no Hana: Yume Akari,PSP,PSP,2014.0,2014,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,4,11
16130,16130,16136.0,Festa!! Hyper Girls Party,PS2,PS2,2006.0,2006,Adventure,KID,0.0,0.0,0.01,0.0,0.01,3,8
16131,16131,16137.0,Collar x Malice,PSV,PSV,2016.0,2016,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,2,12
16132,16132,16138.0,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,DS,2008.0,2008,Misc,Benesse,0.0,0.0,0.01,0.0,0.01,4,2
16133,16133,16139.0,Vanark,PS,PS,1999.0,1999,Shooter,Jaleco,0.01,0.01,0.0,0.0,0.01,8,7
16134,16134,16140.0,Dragon's Dogma Online: Season 2,PS4,PS4,2016.0,2016,Action,Capcom,0.0,0.0,0.01,0.0,0.01,2,10
16135,16135,16141.0,Game Book DS: Sword World 2.0,DS,DS,2009.0,2009,Role-Playing,Broccoli,0.0,0.0,0.01,0.0,0.01,11,2
16136,16136,16142.0,WTA Tour Tennis,XB,XB,2002.0,2002,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,0,18
16137,16137,16143.0,Norn + Nonette: Last Era,PSV,PSV,2015.0,2015,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,2,12
16138,16138,16144.0,BlazBlue: Calamity Trigger,PC,PC,2010.0,2010,Fighting,PQube,0.0,0.01,0.0,0.0,0.01,5,6
16139,16139,16145.0,Furious Karting,XB,XB,2003.0,2003,Racing,Atari,0.01,0.0,0.0,0.0,0.01,7,18
16140,16140,16146.0,WSC REAL 09: World Snooker Championship,PS3,PS3,2009.0,2009,Sports,Deep Silver,0.0,0.01,0.0,0.0,0.01,0,9
16141,16141,16147.0,Harry Potter and the Chamber of Secrets,PC,PC,2002.0,2002,Action,Electronic Arts,0.0,0.01,0.0,0.0,0.01,2,6
16142,16142,16148.0,Pet Shop Monogatari DS 2,DS,DS,2010.0,2010,Simulation,Taito,0.0,0.0,0.01,0.0,0.01,9,2
16143,16143,16149.0,Mystery Legends: Beauty and the Beast,PC,PC,2012.0,2012,Puzzle,Focus Multimedia,0.0,0.01,0.0,0.0,0.01,6,6
16144,16144,16150.0,Fuuraiki 3,PSV,PSV,2015.0,2015,Action,Unknown,0.0,0.0,0.01,0.0,0.01,2,12
16145,16145,16151.0,Chokkan! Asonde Relaxuma,DS,DS,2008.0,2008,Action,Rocket Company,0.0,0.0,0.01,0.0,0.01,2,2
16146,16146,16152.0,Hot Wheels: Stunt Track Challenge / World Race,GBA,GBA,2006.0,2006,Racing,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01,7,3
16147,16147,16153.0,Minna no Conveni,DS,DS,2010.0,2010,Simulation,Taito,0.0,0.0,0.01,0.0,0.01,9,2
16148,16148,16154.0,Accel World: Kasoku no Chouten,PSP,PSP,2013.0,2013,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,3,11
16149,16149,16155.0,SoulCalibur Legends (JP sales),Wii,Wii,2007.0,2007,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,2,15
16150,16150,16156.0,Izumo 2,PS2,PS2,2006.0,2006,Adventure,GN Software,0.0,0.0,0.01,0.0,0.01,3,8
16151,16151,16157.0,Entaku no Seito: Students of Round,X360,X360,2011.0,2011,Role-Playing,ChunSoft,0.0,0.0,0.01,0.0,0.01,11,17
16152,16152,16158.0,Bratz: Forever Diamondz,PS2,PS2,2006.0,2006,Adventure,THQ,0.01,0.01,0.0,0.0,0.01,3,8
16153,16153,16159.0,Isshoni Gohan. Portable,PSP,PSP,2013.0,2013,Adventure,Boost On,0.0,0.0,0.01,0.0,0.01,3,11
16154,16154,16160.0,PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,PSP,2008.0,2008,Adventure,Hudson Soft,0.0,0.0,0.01,0.0,0.01,3,11
16155,16155,16161.0,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,PS2,2010.0,2010,Fighting,SNK Playmore,0.0,0.0,0.01,0.0,0.01,5,8
16156,16156,16162.0,Monkey Madness: Island Escape,DS,DS,2010.0,2010,Action,Storm City Games,0.01,0.0,0.0,0.0,0.01,2,2
16157,16157,16163.0,Malice,XB,XB,2004.0,2004,Platform,Evolved Games,0.01,0.0,0.0,0.0,0.01,1,18
16158,16158,16164.0,Raven Squad: Operation Hidden Dagger,PC,PC,2009.0,2009,Shooter,Evolved Games,0.01,0.0,0.0,0.0,0.01,8,6
16159,16159,16165.0,htoL#NiQ: The Firefly Diary,PSV,PSV,2014.0,2014,Platform,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,1,12
16160,16160,16166.0,Tiger Woods PGA Tour 2005,PC,PC,2004.0,2004,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,0,6
16161,16161,16167.0,Deus Ex,PC,PC,2000.0,2000,Role-Playing,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,11,6
16162,16162,16168.0,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,DS,2008.0,2008,Adventure,Capcom,0.0,0.0,0.01,0.0,0.01,3,2
16163,16163,16169.0,Ouka Sengoku Portable,PSP,PSP,2012.0,2012,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,3,11
16164,16164,16170.0,Smiley World: Island Challenge,DS,DS,2009.0,2009,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,6,2
16165,16165,16171.0,Order Up!!,3DS,3DS,2011.0,2011,Action,Funbox Media,0.0,0.01,0.0,0.0,0.01,2,1
16166,16166,16172.0,Wallace & Gromit: Curse of the Were-Rabbit,XB,XB,2005.0,2005,Adventure,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,3,18
16167,16167,16173.0,Hanayamata: Yosakoi Live,PSV,PSV,2014.0,2014,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,3,12
16168,16168,16174.0,Shepherd's Crossing,PSP,PSP,2009.0,2009,Simulation,Success,0.0,0.0,0.01,0.0,0.01,9,11
16169,16169,16175.0,Dark Parables: The Exiled Prince,PC,PC,2011.0,2011,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01,6,6
16170,16170,16176.0,Military History: Commander - Europe at War,DS,DS,2009.0,2009,Strategy,Slitherine Software,0.0,0.01,0.0,0.0,0.01,10,2
16171,16171,16177.0,Tactics Layer: Ritina Guard Senki,DS,DS,2009.0,2009,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01,10,2
16172,16172,16178.0,We Sing 80s,Wii,Wii,2012.0,2012,Misc,Nordic Games,0.0,0.01,0.0,0.0,0.01,4,15
16173,16173,16179.0,Republique,PS4,PS4,2016.0,2016,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.01,2,10
16174,16174,16180.0,San-X Character Channel: All-Star Daishuugou!,DS,DS,2008.0,2008,Action,MTO,0.0,0.0,0.01,0.0,0.01,2,2
16175,16175,16181.0,Rail Simulator,PC,PC,2007.0,2007,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.01,9,6
16176,16176,16182.0,Putty Squad,PS3,PS3,2013.0,2013,Platform,System 3,0.0,0.01,0.0,0.0,0.01,1,9
16177,16177,16183.0,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,PS3,2006.0,2006,Sports,Sega,0.0,0.0,0.01,0.0,0.01,0,9
16178,16178,16184.0,Rozen Maiden: Gebetgarten,PS2,PS2,2007.0,2007,Fighting,Taito,0.0,0.0,0.01,0.0,0.01,5,8
16179,16179,16185.0,Resistance Dual Pack,PS3,PS3,2011.0,2011,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,8,9
16180,16180,16186.0,Princess Arthur,PSP,PSP,2013.0,2013,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01,4,11
16181,16181,16187.0,Sakura-Sou no Pet na Kanojo,PSP,PSP,2013.0,2013,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,3,11
16182,16182,16188.0,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,PS2,2007.0,2007,Fighting,SNK Playmore,0.0,0.0,0.01,0.0,0.01,5,8
16183,16183,16189.0,Tantei Jinguuji Saburo: Hai to Diamond,PSP,PSP,2009.0,2009,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01,3,11
16184,16184,16190.0,BattleForge,PC,PC,2009.0,2009,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01,10,6
16185,16185,16191.0,Jewel Quest II,PC,PC,2007.0,2007,Puzzle,Avanquest,0.0,0.01,0.0,0.0,0.01,6,6
16186,16186,16192.0,Toro to Morimori,PS3,PS3,2009.0,2009,Misc,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,4,9
16187,16187,16193.0,Sonic & All-Stars Racing Transformed,PC,PC,2013.0,2013,Racing,Sega,0.0,0.01,0.0,0.0,0.01,7,6
16188,16188,16194.0,Satisfashion,Wii,Wii,2010.0,2010,Misc,Destineer,0.01,0.0,0.0,0.0,0.01,4,15
16189,16189,16195.0,Homeworld Remastered Collection,PC,PC,,1992,Strategy,,0.0,0.01,0.0,0.0,0.01,10,6
16190,16190,16196.0,Metal Slug Anthology,PS2,PS2,2007.0,2007,Shooter,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,8,8
16191,16191,16197.0,K-1 Grand Prix,PS,PS,1999.0,1999,Fighting,Jaleco,0.01,0.01,0.0,0.0,0.01,5,7
16192,16192,16198.0,Shorts,DS,DS,,1992,Platform,Unknown,0.01,0.0,0.0,0.0,0.01,1,2
16193,16193,16199.0,Legoland,PC,PC,1999.0,1999,Action,LEGO Media,0.0,0.01,0.0,0.0,0.01,2,6
16194,16194,16200.0,Rave Master: Special Attack Force!,GBA,GBA,2002.0,2002,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,5,3
16195,16195,16201.0,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,PS2,2007.0,2007,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01,10,8
16196,16196,16202.0,AKB1/48: Idol to Guam de Koishitara...,X360,X360,,1992,Misc,,0.0,0.0,0.01,0.0,0.01,4,17
16197,16197,16203.0,Casper,GBA,GBA,2002.0,2002,Adventure,Microids,0.01,0.0,0.0,0.0,0.01,3,3
16198,16198,16204.0,Hyakka Yakou,PSV,PSV,2015.0,2015,Action,Unknown,0.0,0.0,0.01,0.0,0.01,2,12
16199,16199,16205.0,Adventure Time: The Secret of the Nameless,X360,X360,2014.0,2014,Adventure,Little Orbit,0.01,0.0,0.0,0.0,0.01,3,17
16200,16200,16206.0,Hakuoki: Reimeiroku DS,DS,DS,2012.0,2012,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,2,2
16201,16201,16207.0,Shin Hayarigami 2,PSV,PSV,2016.0,2016,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,3,12
16202,16202,16208.0,Ro-Kyu-Bu! Secret Photo Op,PSV,PSV,2014.0,2014,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,3,12
16203,16203,16209.0,Caladrius,X360,X360,2013.0,2013,Shooter,Moss,0.0,0.0,0.01,0.0,0.01,8,17
16204,16204,16210.0,Who Wants to be a Millionaire: 2nd Edition,DS,DS,2008.0,2008,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,4,2
16205,16205,16211.0,Duel Love: Koisuru Otome wa Shouri no Megami,DS,DS,2008.0,2008,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,3,2
16206,16206,16212.0,Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,GBA,2005.0,2005,Misc,,0.01,0.0,0.0,0.0,0.01,4,3
16207,16207,16213.0,Freekstyle,GBA,GBA,2003.0,2003,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,7,3
16208,16208,16214.0,Groovin' Blocks,Wii,Wii,2009.0,2009,Puzzle,Zoo Games,0.01,0.0,0.0,0.0,0.01,6,15
16209,16209,16215.0,Tomoyo After: It's a Wonderful Life CS Edition,PS2,PS2,2007.0,2007,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,3,8
16210,16210,16216.0,Gardening Guide: How to get Green Fingers,DS,DS,2009.0,2009,Misc,Mindscape,0.0,0.01,0.0,0.0,0.01,4,2
16211,16211,16217.0,Aa Megami-samaa,PS2,PS2,2007.0,2007,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,3,8
16212,16212,16218.0,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,PSP,2012.0,2012,Action,FuRyu,0.0,0.0,0.01,0.0,0.01,2,11
16213,16213,16219.0,Tsukigime Ranko's Longest Day,PS3,PS3,2014.0,2014,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,2,9
16214,16214,16220.0,Bakumatsu Rock,PSP,PSP,2014.0,2014,Action,Marvelous Entertainment,0.0,0.0,0.01,0.0,0.01,2,11
16215,16215,16221.0,Far East of Eden II: Manji Maru,DS,DS,2006.0,2006,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0,0.01,11,2
16216,16216,16222.0,Family Jockey,Wii,Wii,2008.0,2008,Sports,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0,15
16217,16217,16223.0,Thunder Alley,GBA,GBA,2004.0,2004,Racing,XS Games,0.01,0.0,0.0,0.0,0.01,7,3
16218,16218,16224.0,Dynasty Warriors: Eiketsuden,PS4,PS4,2016.0,2016,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,2,10
16219,16219,16225.0,Spider-Man: Friend or Foe,PC,PC,2007.0,2007,Action,Activision,0.01,0.0,0.0,0.0,0.01,2,6
16220,16220,16226.0,Carmageddon: Max Damage,XOne,XOne,2016.0,2016,Action,Stainless Games,0.01,0.01,0.0,0.0,0.01,2,19
16221,16221,16227.0,Nyaruko-San: Nafushigatai Game no You na Mono,PSV,PSV,2013.0,2013,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,3,12
16222,16222,16228.0,New Interpretation Stranger of Sword City,PSV,PSV,2016.0,2016,Role-Playing,Experience Inc.,0.0,0.0,0.01,0.0,0.01,11,12
16223,16223,16229.0,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,PS2,2007.0,2007,Adventure,Datam Polystar,0.0,0.0,0.01,0.0,0.01,3,8
16224,16224,16230.0,Victory Spike,PS,PS,1996.0,1996,Sports,Imagineer,0.0,0.0,0.01,0.0,0.01,0,7
16225,16225,16231.0,Sengoku Basara 2 Heroes,Wii,Wii,2007.0,2007,Action,Capcom,0.0,0.0,0.01,0.0,0.01,2,15
16226,16226,16232.0,Double Sequence: The Q-Virus Invasion,DS,DS,2008.0,2008,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,6,2
16227,16227,16233.0,Brothers in Arms: Furious 4,X360,X360,,1992,Shooter,,0.01,0.0,0.0,0.0,0.01,8,17
16228,16228,16234.0,Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,DS,2006.0,2006,Action,D3Publisher,0.01,0.0,0.0,0.0,0.01,2,2
16229,16229,16235.0,Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,PSP,2010.0,2010,Role-Playing,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,11,11
16230,16230,16236.0,Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,PS2,2008.0,2008,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,3,8
16231,16231,16237.0,Marvel: Ultimate Alliance,PC,PC,2006.0,2006,Role-Playing,Activision,0.01,0.0,0.0,0.0,0.01,11,6
16232,16232,16238.0,Broken Sword 5: The Serpent's Curse,XOne,XOne,2015.0,2015,Adventure,Revolution Software,0.0,0.01,0.0,0.0,0.01,3,19
16233,16233,16239.0,Shitsuji ga Aruji o Erabu Toki,PSV,PSV,2016.0,2016,Adventure,Unknown,0.0,0.0,0.01,0.0,0.01,3,12
16234,16234,16240.0,Batman: A Telltale Game Series,PS3,PS3,2016.0,2016,Adventure,Telltale Games,0.0,0.01,0.0,0.0,0.01,3,9
16235,16235,16241.0,Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,PSP,2010.0,2010,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,3,11
16236,16236,16242.0,Kao the Kangaroo,GBA,GBA,2001.0,2001,Platform,Titus,0.01,0.0,0.0,0.0,0.01,1,3
16237,16237,16243.0,Builder's Block,PS,PS,1999.0,1999,Strategy,EON Digital Entertainment,0.01,0.0,0.0,0.0,0.01,10,7
16238,16238,16244.0,Seisou no Amazones,3DS,3DS,2013.0,2013,Role-Playing,Arc System Works,0.0,0.0,0.01,0.0,0.01,11,1
16239,16239,16246.0,F.E.A.R. Perseus Mandate,PC,PC,2007.0,2007,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,8,6
16240,16240,16247.0,Mahjong Taikai IV,PS3,PS3,2006.0,2006,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,4,9
16241,16241,16248.0,Valentino Rossi: The Game,PC,PC,2016.0,2016,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,7,6
16242,16242,16249.0,FlatOut: Ultimate Carnage,PC,PC,2008.0,2008,Racing,Empire Interactive,0.0,0.01,0.0,0.0,0.01,7,6
16243,16243,16250.0,Agarest Senki: Re-appearance,PS3,PS3,,1992,Role-Playing,Idea Factory,0.0,0.0,0.01,0.0,0.01,11,9
16244,16244,16251.0,Ultraman Fighting Evolution 0,PSP,PSP,2006.0,2006,Fighting,Banpresto,0.0,0.0,0.01,0.0,0.01,5,11
16245,16245,16252.0,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,DS,2009.0,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,9,2
16246,16246,16253.0,Aquaman: Battle for Atlantis,GC,GC,2003.0,2003,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.01,2,4
16247,16247,16254.0,Strider (2014),PS3,PS3,2014.0,2014,Platform,Capcom,0.0,0.0,0.01,0.0,0.01,1,9
16248,16248,16255.0,Jinsei Game Q DS: Shouwa no Dekigoto,DS,DS,2007.0,2007,Misc,Takara Tomy,0.0,0.0,0.01,0.0,0.01,4,2
16249,16249,16256.0,The Book of Unwritten Tales 2,WiiU,WiiU,2016.0,2016,Adventure,Nordic Games,0.0,0.01,0.0,0.0,0.01,3,16
16250,16250,16257.0,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,Wii,2007.0,2007,Misc,Sega,0.0,0.0,0.01,0.0,0.01,4,15
16251,16251,16258.0,Goku Makaimura Kai,PSP,PSP,2007.0,2007,Platform,Capcom,0.0,0.0,0.01,0.0,0.01,1,11
16252,16252,16259.0,No Fate! Only the Power of Will,X360,X360,2010.0,2010,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,3,17
16253,16253,16260.0,Conflict: Denied Ops,PC,PC,2008.0,2008,Shooter,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,8,6
16254,16254,16261.0,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,PS3,2009.0,2009,Role-Playing,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,11,9
16255,16255,16262.0,Championship Manager 2010,PC,PC,2009.0,2009,Sports,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,0,6
16256,16256,16263.0,Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,DS,2008.0,2008,Action,D3Publisher,0.0,0.0,0.01,0.0,0.01,2,2
16257,16257,16264.0,Paragon,PS4,PS4,2016.0,2016,Action,Epic Games,0.01,0.0,0.0,0.0,0.01,2,10
16258,16258,16265.0,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,PS2,2008.0,2008,Misc,Naxat Soft,0.0,0.0,0.01,0.0,0.01,4,8
16259,16259,16266.0,"Hanayaka Kana, Ware ga Ichizoku",PSP,PSP,2010.0,2010,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,3,11
16260,16260,16267.0,Mamoru-kun wa Norowarete Shimatta!,X360,X360,2009.0,2009,Shooter,G.Rev,0.0,0.0,0.01,0.0,0.01,8,17
16261,16261,16268.0,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,PSP,2010.0,2010,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01,10,11
16262,16262,16269.0,Myself; Yourself,PS2,PS2,2007.0,2007,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,3,8
16263,16263,16270.0,Kurogane Kaikitan,PSV,PSV,2015.0,2015,Adventure,Minato Station,0.0,0.0,0.01,0.0,0.01,3,12
16264,16264,16271.0,Starry ? Sky: After Autumn,PSP,PSP,2011.0,2011,Misc,Aqua Plus,0.0,0.0,0.01,0.0,0.01,4,11
16265,16265,16272.0,Dokuro,PSV,PSV,2012.0,2012,Action,GungHo,0.0,0.0,0.01,0.0,0.01,2,12
16266,16266,16273.0,Slide Adventure: Mag Kid,DS,DS,2007.0,2007,Action,Nintendo,0.0,0.0,0.01,0.0,0.01,2,2
16267,16267,16274.0,Smuggler's Run,GBA,GBA,2002.0,2002,Racing,Rebellion,0.01,0.0,0.0,0.0,0.01,7,3
16268,16268,16275.0,The Humans: Meet the Ancestors!,DS,DS,2009.0,2009,Puzzle,Deep Silver,0.01,0.0,0.0,0.0,0.01,6,2
16269,16269,16276.0,Chaos;Head Noah,PSV,PSV,2014.0,2014,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,3,12
16270,16270,16277.0,Battlestations: Midway,PC,PC,2007.0,2007,Strategy,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,10,6
16271,16271,16278.0,Farming Simulator 15 Expansion Pack,PC,PC,2015.0,2015,Action,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,2,6
16272,16272,16279.0,Jan Sangoku Musou,PS2,PS2,2006.0,2006,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,4,8
16273,16273,16280.0,Assetto Corsa,XOne,XOne,2016.0,2016,Racing,505 Games,0.0,0.01,0.0,0.0,0.01,7,19
16274,16274,16281.0,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,PS2,2007.0,2007,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,3,8
16275,16275,16282.0,Monster Bomber,DS,DS,2006.0,2006,Puzzle,505 Games,0.01,0.0,0.0,0.0,0.01,6,2
16276,16276,16283.0,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,PS2,2009.0,2009,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,4,8
16277,16277,16284.0,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,PS2,2006.0,2006,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,5,8
16278,16278,16285.0,CT Special Forces 2: Back in the Trenches,GBA,GBA,2003.0,2003,Shooter,LSP Games,0.01,0.0,0.0,0.0,0.01,8,3
16279,16279,16286.0,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,PSP,2006.0,2006,Adventure,ChunSoft,0.0,0.0,0.01,0.0,0.01,3,11
16280,16280,16287.0,The Chronicles of Riddick: Assault on Dark Athena,PC,PC,2009.0,2009,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01,8,6
16281,16281,16288.0,The Ultimate Battle of the Sexes,Wii,Wii,2010.0,2010,Misc,DTP Entertainment,0.01,0.01,0.0,0.0,0.01,4,15
16282,16282,16289.0,Root Double: Before Crime After Days,X360,X360,2012.0,2012,Action,Yeti,0.0,0.0,0.01,0.0,0.01,2,17
16283,16283,16290.0,War for the Overworld,PC,PC,2015.0,2015,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01,10,6
16284,16284,16291.0,TimeShift,PC,PC,2007.0,2007,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,8,6
